overall,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,vote,image,helpful
2.0,True,2011-09-09,A3TXZB3B0VEQZD,B0043EV20Q,"{'Size:': ' .!Only Bluetooth 2.0', 'Color:': ' Black', 'Package Type:': ' Standard Packaging'}",Rontonio,"I liked everything about the M1100 except for one small glitch. I have an iPhone 4 and the headset consistently drops the Bluetooth connection whenever the unit is in my pocket (front or back). Whether the phone is in or out of a protective case, if it is in my pocket, the headset will not maintain a clear connection.
I called Plantronics support and they said it is a known issue with no sure fix. They asked me to reset my network settings on the phone and give it a try. They said for some users, this works. For me, no success.
It is a shame that I had to return the headset, since I was satisfied with it in every other way. Of course it is possible that I had a defective headset, but I didn't feel that I wanted to deal with it so I asked for a refund.
BTW, this is my fifth Plantronics headset, and I believe they make quality products. But not this one.",Does not work with iPhone 4,1315526400,3.0,,
1.0,True,2011-08-31,AQTD43NCEMG8O,B0016J9U8C,,Doug,Returned and defective. Was sold to me as NEW when in fact USED. Phone never worked properly and was defective. But they did make up for it and made it good.,"Watch out for sellers who say ""new"" when it is really ""refurbished""",1314748800,10.0,,
1.0,True,2012-09-10,A2H0K2I96IHLRB,B005NBE75K,,James Zelenka,Don't waste your time and money on this one! Dead as a block of wood! Better yet just see how many times it will skip across a pond.,PIECE OF CRAP!!!,1347235200,2.0,,
4.0,True,2012-08-09,A3JW711GJ97CEY,B005FUNYSA,{'Color:': ' Black OTG'},DesertWanderer,"Took a while to get... free shipping though and under $2...

The only complaint if I have one is that the MicroUSB connector seems too long, and as a result it looks like it is not fully inserted.  It is, just looks like it is about to fall out.

Other than that, worked well for the purpose that I got it for which was to mount external USB storage devices.",Works with Nexus 7,1344470400,2.0,,
4.0,True,2012-02-08,A1UVWOL7G8F13F,B005VNKB7S,"{'Color:': ' Silver', 'Package Type:': ' Standard Packaging'}",heenalu5,"I've bought several of these styluses and gave them out to friends. And I have an extra because everytime I remove it to charge, I forget to put the stylus back. They are inexpensive, and cool. The ones that hang from a string are annoying. The photo shows a matte silver. This is actually shiny, like chrome. Not what I was expecting. But still it's an awesome device.",Nothing like it,1328659200,4.0,,
5.0,True,2012-10-06,A2C264HY1HHZVX,B004I11TZC,"{'Size:': ' Galaxy S III  AT&T / T-Mobile', 'Offer Type:': ' Samsung', 'Package Type:': ' Standard Packaging'}",Nicholas M. Folts,"I've spent a lot of time trying different S3 cases, and ultimately have decided that this one is by far the best one currently out there.

Case 1:&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/CrazyOnDigital-Protective-Cases-for-Samsung-Galaxy-S-III-S-3-AT-T-T-Mobile-Sprint-Verizon-Black/dp/B00805SDO2/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">CrazyOnDigital Protective Cases for Samsung Galaxy S III S 3 AT&T, T-Mobile, Sprint, Verizon-Black</a>

I wanted to protect my phone so I started out with CrazyOnDigital's case, after a few days I felt that it was too bulky and found it hard to get in and out of my pocket. I also quickly found that the battery in my S3 just didn't last as long as I needed it. After a full day of work and train ride, it was lucky to make it through the commute home.

Case 2:&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Hyperion-Samsung-Galaxy-S-III-Battery-Boost-Case-Rechargeable-Battery-Cover/dp/B008M6UT9Q/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Hyperion Samsung Galaxy S III Battery Boost Case Rechargeable Battery Cover</a>

With the hope of something that was easier to get out of my pocket, and the ability to add some extra battery time, I began a new search and ended up trying the Hyperion case. When I got it, I felt that it wasn't nearly as protective as my first one, but the extra battery functionality worked well(ish) that it made me decide to keep it... I had a few problems where it would get really hot when charging, and sometimes when plugged in it would charge the case's battery but not the phone itself, so I would wake up with a completely empty battery on my phone, but a fully charged case.

On top of these problems, after a few weeks the battery was only adding about 20 minutes to my casual phone usage. I went to return the thing, but Hyperion's awesome customer service contacted me and offered to send me another one instead. Being decently happy with the device (other than the problems I mentioned) I accepted as they felt a new one wouldn't have the problem. The second one worked better, but after 2 weeks with it, it stopped working completely. At this point, I decided I'd look at if there were any new options, which brings me to my current case.

Case 3:&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Xpal-Power-Powerskin-Protective-Case-with-Built-in-Battery-for-AT-T-and-T-Mobile-Samsung-Galaxy-S-III-Black/dp/B008YAJY50/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Xpal Power Powerskin Protective Case with Built-in Battery for AT&T and T-Mobile Samsung Galaxy S III (Black)</a>

I've had this for 2 weeks now, and I absolutely and completely am in love with it. The phone fits snuggly in there, and it protects all sides perfectly. The material the case is made of slides easily in and out of your pocket unlike the CrazyOnDigital case. It doesn't get nearly as hot when charging as the Hyperion did. It is much smarter at charging the phone automatically when you plug it in rather than having to make sure you push the ""power"" button on the case to make sure the charge transfers to the phone, which was required with the Hyperion one. I do find that the USB port is not in the easiest place to get a plug into, but that really is my only issue, if you can call it that. This is definitely the case you should look into buying!",Best Case available for Galaxy S3,1349481600,7.0,"['https://images-na.ssl-images-amazon.com/images/I/61qP6iwKcIL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51rFdt4QMiL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/612F9IyW30L._SY88.jpg']",
2.0,True,2012-08-07,A1A629D04LRFUD,B0085VAPOM,"{'Size:': ' Samsung Galaxy S3', 'Color:': ' Black', 'Package Type:': ' Standard Packaging'}",Spore,"This Incipio NGP case (I got the black one) is nearly perfect. The black is slightly more grippy than standard TPU cases, making it wonderful to hold. The case has perfectly aligned cutouts. The headphone cutout is nice and large to accommodate large headphones. The quality of the case is excellent.

However, there is one huge flaw (keep in mind that this is completely my opinion). The power and volume buttons are EXTREMELY difficult to press. Now, I know some of you are thinking, ""hey, my current case is like that too."" No. It isn't. You need to physically apply force in order to press the power button, and there is no feedback, meaning unless you are looking at the display there is no way to know if you pressed it or not. Pressing that hard was way too uncomfortable for me, so I decided to return the case. Also, the volume buttons have slight feedback, but not enough to be comfortable with. They are also a pain to press.

This case is perfect except for that one flaw! If Incipio would fix that issue in their next batch of cases then I will buy another one instantly.",One huge flaw ruins this case for me,1344297600,3.0,,
5.0,True,2012-07-05,A3T99ZL93O3NRM,B0014WRV32,,GP,Hard to beat the price.  Received these timely and they worked just fine.  Why spend 5 times the price if you don't have to.,Worked just fine...,1341446400,4.0,,
5.0,True,2012-11-27,A1XJF7CAPJOZMN,B009EIVQM0,{'Color:': ' Soft feeling Jean Indigo'},Mohannad,"Great case for iphone 5, high quality , fits well , light & slim , nice colors & showing the apple logo from the back .",Just perfect,1353974400,2.0,,
5.0,True,2012-09-24,A1Y07XIVRD0TGO,B003NSZ90W,,Kai Ponte,"I have a Kenwood DDX6019 unit with GPS. I wanted to be able to play music from my phone (Samsung Galaxy SII) and originally had one of those crappy FM transmitter units. I bought this after researching and fretting. The sound quality is suburb. I now listen to my audio (books and music) as well as my phone calls through the included microphone.

My only comment on the phone calls is that my callers notice a slight echo when speaking. Not sure if there's anything that can be done.

Thumbs up!",Bye bye CDs...,1348444800,2.0,,
